Title,Created Date, Modified Date,Severity Level,Status
[DPAPI Domain Backup Key Extraction](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_dpapi_domain_backupkey_extraction.yml),2019-06-20,2022-02-24,high,test
[DPAPI Domain Master Key Backup Attempt](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_dpapi_domain_masterkey_backup_attempt.yml),2019-08-10,2023-03-15,medium,test
[External Disk Drive Or USB Storage Device Was Recognized By The System](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_external_device.yml),2019-11-20,2024-02-09,low,test
[Persistence and Execution at Scale via GPO Scheduled Task](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_gpo_scheduledtasks.yml),2019-04-03,2024-09-04,high,test
[Hidden Local User Creation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_hidden_user_creation.yml),2021-05-03,2024-01-16,high,test
[HackTool - EDRSilencer Execution - Filter Added](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_hktl_edr_silencer.yml),2024-01-29,2024-01-30,high,test
[HackTool - NoFilter Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_hktl_nofilter.yml),2024-01-05,2024-01-05,high,test
[HybridConnectionManager Service Installation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_hybridconnectionmgr_svc_installation.yml),2021-04-12,2022-10-09,high,test
[Impacket PsExec Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_impacket_psexec.yml),2020-12-14,2022-09-22,high,test
[Possible Impacket SecretDump Remote Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_impacket_secretdump.yml),2019-04-03,2022-08-11,high,test
[Invoke-Obfuscation CLIP+ Launcher - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_clip_services_security.yml),2020-10-13,2022-11-27,high,test
[Invoke-Obfuscation Obfuscated IEX Invocation - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_obfuscated_iex_services_security.yml),2019-11-08,2022-11-27,high,test
[Invoke-Obfuscation STDIN+ Launcher - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_stdin_services_security.yml),2020-10-15,2022-11-29,high,test
[Invoke-Obfuscation VAR+ Launcher - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_var_services_security.yml),2020-10-15,2022-11-29,high,test
[Invoke-Obfuscation COMPRESS OBFUSCATION - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_via_compress_services_security.yml),2020-10-18,2022-11-29,medium,test
[Invoke-Obfuscation RUNDLL LAUNCHER - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_via_rundll_services_security.yml),2020-10-18,2022-11-29,medium,test
[Invoke-Obfuscation Via Stdin - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_via_stdin_services_security.yml),2020-10-12,2022-11-29,high,test
[Invoke-Obfuscation Via Use Clip - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_via_use_clip_services_security.yml),2020-10-09,2022-11-29,high,test
[Invoke-Obfuscation Via Use MSHTA - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_via_use_mshta_services_security.yml),2020-10-09,2022-11-29,high,test
[Invoke-Obfuscation Via Use Rundll32 - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_via_use_rundll32_services_security.yml),2020-10-09,2022-11-29,high,test
[Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_invoke_obfuscation_via_var_services_security.yml),2020-10-13,2022-11-29,high,test
[ISO Image Mounted](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_iso_mount.yml),2021-05-29,2023-11-09,medium,test
[Kerberoasting Activity - Initial Query](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_kerberoasting_activity.yml),2022-01-21,2022-01-21,medium,test
[Potential AS-REP Roasting via Kerberos TGT Requests](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_kerberos_asrep_roasting.yml),2025-05-22,2025-05-22,medium,experimental
[First Time Seen Remote Named Pipe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_lm_namedpipe.yml),2019-04-03,2023-03-14,high,test
[LSASS Access From Non System Account](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_lsass_access_non_system_account.yml),2019-06-20,2023-12-11,medium,test
[Credential Dumping Tools Service Execution - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_mal_creddumper.yml),2017-03-05,2022-11-29,high,test
[WCE wceaux.dll Access](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_mal_wceaux_dll.yml),2017-06-14,2025-01-30,critical,test
[Metasploit SMB Authentication](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_metasploit_authentication.yml),2020-05-06,2024-01-25,high,test
[Metasploit Or Impacket Service Installation Via SMB PsExec](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_metasploit_or_impacket_smb_psexec_service_install.yml),2021-01-21,2022-10-05,high,test
[Meterpreter or Cobalt Strike Getsystem Service Installation - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_meterpreter_or_cobaltstrike_getsystem_service_install.yml),2019-10-26,2023-11-15,high,test
[NetNTLM Downgrade Attack](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_net_ntlm_downgrade.yml),2018-03-20,2022-10-09,high,test
[Windows Network Access Suspicious desktop.ini Action](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_net_share_obj_susp_desktop_ini.yml),2021-12-06,2022-01-16,medium,test
[New or Renamed User Account with '$' Character](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_new_or_renamed_user_account_with_dollar_sign.yml),2019-10-25,2024-01-16,medium,test
[Denied Access To Remote Desktop](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_not_allowed_rdp_access.yml),2020-06-27,2021-11-27,medium,test
[Password Policy Enumerated](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_password_policy_enumerated.yml),2023-05-19,2023-05-19,medium,test
[Windows Pcap Drivers](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_pcap_drivers.yml),2020-06-10,2023-04-14,medium,test
[Possible PetitPotam Coerce Authentication Attempt](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_petitpotam_network_share.yml),2021-09-02,2022-08-11,high,test
[PetitPotam Suspicious Kerberos TGT Request](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_petitpotam_susp_tgt_request.yml),2021-09-02,2022-10-05,high,test
[Possible DC Shadow Attack](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_possible_dc_shadow.yml),2019-10-25,2022-10-17,medium,test
[PowerShell Scripts Installed as Services - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_powershell_script_installed_as_service.yml),2020-10-06,2022-11-29,high,test
[Protected Storage Service Access](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_protected_storage_service_access.yml),2019-08-10,2021-11-27,high,test
[RDP over Reverse SSH Tunnel WFP](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_rdp_reverse_tunnel.yml),2019-02-16,2022-09-02,high,test
[Register new Logon Process by Rubeus](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_register_new_logon_process_by_rubeus.yml),2019-10-24,2022-10-09,high,test
[Service Registry Key Read Access Request](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_registry_permissions_weakness_check.yml),2023-09-28,2023-09-28,low,test
[Remote PowerShell Sessions Network Connections (WinRM)](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_remote_powershell_session.yml),2019-09-12,2022-10-09,high,test
[Replay Attack Detected](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_replay_attack_detected.yml),2022-10-14,2022-10-14,high,test
[SAM Registry Hive Handle Request](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_sam_registry_hive_handle_request.yml),2019-08-12,2021-11-27,high,test
[SCM Database Handle Failure](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_scm_database_handle_failure.yml),2019-08-12,2022-07-11,medium,test
[SCM Database Privileged Operation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_scm_database_privileged_operation.yml),2019-08-15,2022-09-18,medium,test
[Potential Secure Deletion with SDelete](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_sdelete_potential_secure_deletion.yml),2017-06-14,2024-12-13,medium,test
[Service Installed By Unusual Client - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_service_installation_by_unusal_client.yml),2022-09-15,2023-01-04,high,test
[Remote Access Tool Services Have Been Installed - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_service_install_remote_access_software.yml),2022-12-23,2024-12-07,medium,test
[SMB Create Remote File Admin Share](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_smb_file_creation_admin_shares.yml),2020-08-06,2021-11-27,high,test
[A New Trust Was Created To A Domain](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_add_domain_trust.yml),2019-12-03,2024-01-16,medium,stable
[Addition of SID History to Active Directory Object](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_add_sid_history.yml),2017-02-19,2017-02-19,medium,stable
[Win Susp Computer Name Containing Samtheadmin](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_computer_name.yml),2022-09-09,2023-01-04,critical,test
[Password Change on Directory Service Restore Mode (DSRM) Account](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_dsrm_password_change.yml),2017-02-19,2020-08-23,high,stable
[Account Tampering - Suspicious Failed Logon Reasons](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_failed_logon_reasons.yml),2017-02-19,2022-06-29,medium,test
[Group Policy Abuse for Privilege Addition](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_group_policy_abuse_privilege_addition.yml),2024-09-04,2024-09-04,medium,experimental
[Startup/Logon Script Added to Group Policy Object](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_group_policy_startup_script_added_to_gpo.yml),2024-09-06,2024-09-06,medium,experimental
[Kerberos Manipulation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_kerberos_manipulation.yml),2017-02-10,2024-01-16,high,test
[Suspicious LDAP-Attributes Used](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_ldap_dataexchange.yml),2019-03-24,2022-10-05,high,test
[Suspicious Windows ANONYMOUS LOGON Local Account Created](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_local_anon_logon_created.yml),2019-10-31,2022-10-09,high,test
[Suspicious Remote Logon with Explicit Credentials](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_logon_explicit_credentials.yml),2020-10-05,2022-08-03,medium,test
[Password Dumper Activity on LSASS](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_lsass_dump.yml),2017-02-12,2022-10-09,high,test
[Potentially Suspicious AccessMask Requested From LSASS](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_lsass_dump_generic.yml),2019-11-01,2023-12-19,medium,test
[Reconnaissance Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_net_recon_activity.yml),2017-03-07,2022-08-22,high,test
[Password Protected ZIP File Opened](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_opened_encrypted_zip.yml),2022-05-09,2022-05-09,medium,test
[Password Protected ZIP File Opened (Suspicious Filenames)](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_opened_encrypted_zip_filename.yml),2022-05-09,2022-05-09,high,test
[Password Protected ZIP File Opened (Email Attachment)](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_opened_encrypted_zip_outlook.yml),2022-05-09,2022-05-09,high,test
[Uncommon Outbound Kerberos Connection - Security](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_outbound_kerberos_connection.yml),2019-10-24,2024-03-15,medium,test
[Possible Shadow Credentials Added](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_possible_shadow_credentials_added.yml),2022-10-17,2022-10-17,high,test
[Suspicious PsExec Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_psexec.yml),2019-04-03,2022-08-11,high,test
[Suspicious Access to Sensitive File Extensions](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_raccess_sensitive_fext.yml),2019-04-03,2022-10-09,medium,test
[Suspicious Kerberos RC4 Ticket Encryption](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_rc4_kerberos.yml),2017-02-06,2022-06-19,medium,test
[Suspicious Scheduled Task Creation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_scheduled_task_creation.yml),2022-12-05,2022-12-07,high,test
[Important Scheduled Task Deleted/Disabled](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_scheduled_task_delete_or_disable.yml),2022-12-05,2023-03-13,high,test
[Suspicious Scheduled Task Update](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/builtin/security/win_security_susp_scheduled_task_update.yml),2022-12-05,2022-12-05,high,test
